5.600000000000000533e-01;-1.429999999999999716e+00
2.250000000000000000e+00;7.440000000000000391e+00
9.250000000000000000e+00;-3.099999999999996092e-01
6.309999999999999609e+00;6.879999999999999893e+00
1.120000000000000107e+00;2.750000000000000888e+00
-7.009999999999999787e+00;2.820000000000001172e+00
-4.129999999999999893e+00;-3.309999999999999609e+00
3.870000000000000107e+00;-8.619999999999999218e+00
-3.509999999999999787e+00;-8.369999999999999218e+00
4.929999999999999716e+00;-7.559999999999999609e+00
8.870000000000000995e+00;3.750000000000000888e+00
-1.379999999999999893e+00;9.190000000000001279e+00
7.370000000000000107e+00;-6.619999999999999218e+00
-1.629999999999999893e+00;-1.679999999999999716e+00
4.060000000000000497e+00;-1.179999999999999716e+00
-7.759999999999999787e+00;8.800000000000007816e-01
8.700000000000001066e-01;3.200000000000002842e-01
-8.379999999999999005e+00;-6.119999999999999218e+00
-8.629999999999999005e+00;3.200000000000002842e-01
-6.629999999999999893e+00;-5.750000000000000000e+00
