1.327658447265625000e+03;1.227369506835937500e+03;1.067115600585937500e+03
2.449464416503906250e+02;4.365723571777343750e+02;1.555288940429687500e+03
2.779059143066406250e+02;1.713729614257812500e+03;8.115307006835937500e+02
1.956150360107421875e+02;9.000099487304687500e+02;1.654921142578125000e+03
7.533797607421875000e+02;8.847541503906250000e+02;1.363737060546875000e+03
1.588062866210937500e+03;2.436270904541015625e+02;1.335173828125000000e+03
1.372034667968750000e+03;5.094266967773437500e+02;4.615484313964843750e+02
9.521727905273437500e+02;1.600592651367187500e+03;2.333729248046875000e+02
1.648078002929687500e+03;8.285803222656250000e+02;1.807789764404296875e+02
7.745693969726562500e+02;1.597185424804687500e+03;2.724260253906250000e+02
2.332435607910156250e+02;1.499575561523437500e+03;1.464078125000000000e+03
4.880617370605468750e+02;1.367129974365234375e+02;1.723474243164062500e+03
4.165234985351562500e+02;1.603817626953125000e+03;2.352598419189453125e+02
1.360167724609375000e+03;9.526838378906250000e+02;9.590097045898437500e+02
6.908167724609375000e+02;1.359709960937500000e+03;9.067094116210937500e+02
1.679959106445312500e+03;2.133936309814453125e+02;9.366844482421875000e+02
1.066335815429687500e+03;1.182915527343750000e+03;1.336449462890625000e+03
1.625792236328125000e+03;2.546405792236328125e+02;1.235587158203125000e+02
1.675846923828125000e+03;1.752047576904296875e+02;8.699438476562500000e+02
1.544038330078125000e+03;3.097429504394531250e+02;1.751813201904296875e+02
