1.570000000000000284e+00;-5.250000000000000000e+00
-5.869999999999999218e+00;6.200000000000001066e-01
9.379999999999999005e+00;2.870000000000000107e+00
-7.869999999999999218e+00;1.689999999999999947e+00
-5.059999999999999609e+00;-7.070000000000000284e+00
-2.679999999999999716e+00;-9.070000000000000284e+00
-3.119999999999999662e+00;7.250000000000000000e+00
-2.929999999999999716e+00;-8.689999999999999503e+00
-1.199999999999992184e-01;4.869999999999999218e+00
-6.369999999999999218e+00;-2.819999999999999840e+00
-7.689999999999999503e+00;-3.819999999999999840e+00
-2.869999999999999662e+00;-9.379999999999999005e+00
-1.749999999999999556e+00;-8.570000000000000284e+00
-2.809999999999999609e+00;-9.439999999999999503e+00
-2.500000000000000000e-01;7.940000000000001279e+00
-4.189999999999999503e+00;7.870000000000000995e+00
-1.369999999999999662e+00;1.439999999999999947e+00
-6.309999999999999609e+00;5.439999999999999503e+00
7.250000000000000888e+00;-2.000000000000000000e+00
8.320000000000000284e+00;8.100000000000000533e-01
