Total recording time: 2001 ms
time, x, y, z, h
1750070695.929927, 0.0, -0.37, 0.37, 48.0
1750070695.978506, 0.0, -0.37, 0.37, 48.0
1750070696.0239704, 0.0, -0.37, 0.37, 49.0
1750070696.0694983, 0.0, -0.37, 0.37, 52.0
1750070696.1139796, 0.0, -0.37, 0.37, 50.0
1750070696.1635249, 0.0, -0.37, 0.37, 50.0
1750070696.2082696, 0.0, -0.37, 0.37, 51.0
1750070696.2534628, 0.0, -0.37, 0.37, 51.0
1750070696.303051, 0.0, -0.37, 0.37, 51.0
1750070696.351611, 0.0, -0.37, 0.37, 48.0
1750070696.3964083, 0.0, -0.37, 0.37, 49.0
1750070696.3964083, -1, -1, -1, -1
1750070696.7485943, 0.0, -0.37, 0.37, 50.0
1750070696.7942958, 0.0, -0.37, 0.37, 48.0
1750070696.8434877, 0.0, -0.37, 0.37, 48.0
1750070696.8929298, 0.0, -0.37, 0.37, 50.0
1750070696.9412544, 0.0, -0.37, 0.37, 48.0
1750070696.9910123, 0.0, -0.37, 0.37, 49.0
1750070697.036196, 0.0, -0.37, 0.37, 49.0
1750070697.084864, 0.0, -0.37, 0.37, 49.0
1750070697.1298773, 0.0, -0.37, 0.37, 52.0
1750070697.1744466, 0.0, -0.37, 0.37, 48.0
1750070697.2238262, 0.0, -0.37, 0.37, 50.0
1750070697.2693353, 0.0, -0.37, 0.37, 51.0
1750070697.3141768, 0.0, -0.37, 0.37, 51.0
1750070697.3629448, 0.0, -0.37, 0.37, 51.0
1750070697.4121056, 0.0, -0.37, 0.37, 50.0
1750070697.4579198, 0.0, -0.37, 0.37, 50.0
1750070697.5027401, 0.0, -0.37, 0.37, 48.0
1750070697.5513172, 0.0, -0.37, 0.37, 49.0
1750070697.5969362, 0.0, -0.37, 0.37, 50.0
1750070697.6452127, 0.0, -0.37, 0.37, 51.0
1750070697.6908455, 0.0, -0.37, 0.37, 49.0
1750070697.735969, 0.0, -0.37, 0.37, 52.0
1750070697.7854931, 0.0, -0.37, 0.37, 53.0
1750070697.8345668, 0.0, -0.37, 0.37, 49.0
1750070697.8833468, 0.0, -0.37, 0.37, 49.0
