Total recording time: 1006 ms
time, x, y, z, h
1750069777.0288346, 360.0, -0.37, -0.63, 49.0
1750069777.0774453, 360.0, -0.37, -0.63, 50.0
1750069777.1270049, 360.0, -0.37, -0.63, 49.0
1750069777.1756618, 359.94, -0.37, -0.63, 48.0
1750069777.224871, 359.94, -0.37, -0.63, 48.0
1750069777.2703876, 359.94, -0.37, -0.63, 51.0
1750069777.3197985, 359.94, -0.37, -0.63, 53.0
1750069777.3645291, 359.94, -0.37, -0.63, 46.0
1750069777.4093013, 359.94, -0.37, -0.63, 48.0
1750069777.4589453, 359.94, -0.37, -0.63, 50.0
1750069777.507347, 359.94, -0.37, -0.63, 53.0
1750069777.507347, -1, -1, -1, -1
1750069777.5574384, 359.94, -0.37, -0.63, 52.0
1750069777.6021266, 359.94, -0.37, -0.63, 50.0
1750069777.6428132, 359.94, -0.37, -0.63, 49.0
1750069777.6885192, 359.94, -0.37, -0.63, 52.0
1750069777.7288172, 359.94, -0.37, -0.63, 50.0
1750069777.7738683, 359.94, -0.37, -0.63, 51.0
1750069777.8155482, 359.94, -0.37, -0.63, 50.0
1750069777.860216, 359.94, -0.37, -0.63, 51.0
1750069777.9009113, 359.94, -0.37, -0.63, 51.0
1750069777.946289, 359.94, -0.37, -0.63, 54.0
1750069777.990893, 359.94, -0.37, -0.63, 54.0
