Total recording time: 5020 ms
time, x, y, z, h
1750070982.81892, 0.0, -0.31, 0.5, 51.0
1750070982.867622, 0.0, -0.31, 0.5, 50.0
1750070982.9173539, 0.0, -0.31, 0.5, 50.0
1750070982.9628773, 0.0, -0.31, 0.5, 49.0
1750070983.0074437, 0.0, -0.31, 0.5, 48.0
1750070983.0520153, 0.0, -0.31, 0.5, 50.0
1750070983.0973818, 0.0, -0.31, 0.5, 49.0
1750070983.1470902, 0.0, -0.31, 0.5, 52.0
1750070983.1913438, 0.0, -0.31, 0.5, 52.0
1750070983.2410243, 0.0, -0.31, 0.5, 52.0
1750070983.2899096, 0.0, -0.31, 0.5, 52.0
1750070983.2899096, -1, -1, -1, -1
1750070987.791394, 0.0, -0.31, 0.5, 50.0
