Total recording time: 2017 ms
time, x, y, z, h
1750070506.7785802, 0.0, -0.25, 0.31, 52.0
1750070506.8237903, 0.0, -0.25, 0.31, 50.0
1750070506.8684301, 0.0, -0.25, 0.31, 49.0
1750070506.9176815, 0.0, -0.25, 0.31, 51.0
1750070506.9620972, 0.0, -0.25, 0.31, 49.0
1750070507.0078104, 0.0, -0.25, 0.31, 49.0
1750070507.0571537, 0.0, -0.25, 0.31, 48.0
1750070507.101591, 0.0, -0.25, 0.31, 52.0
1750070507.1509557, 0.0, -0.25, 0.31, 49.0
1750070507.1965816, 0.0, -0.25, 0.31, 51.0
1750070507.2412796, 0.0, -0.25, 0.31, 52.0
1750070507.2412796, -1, -1, -1, -1
1750070507.3231206, 0.0, -0.25, 0.31, 52.0
1750070507.3678231, 0.0, -0.25, 0.31, 50.0
1750070507.4170077, 360.0, -0.25, 0.31, 52.0
1750070507.4625413, 360.0, -0.25, 0.31, 48.0
1750070507.5115345, 360.0, -0.25, 0.31, 48.0
1750070507.5607233, 360.0, -0.25, 0.31, 51.0
1750070507.6099243, 360.0, -0.25, 0.31, 51.0
1750070507.6547172, 360.0, -0.25, 0.31, 52.0
1750070507.699482, 360.0, -0.25, 0.31, 52.0
1750070507.7491486, 360.0, -0.25, 0.31, 50.0
1750070507.7984858, 360.0, -0.25, 0.31, 50.0
1750070507.8430882, 360.0, -0.25, 0.31, 48.0
1750070507.8922935, 360.0, -0.25, 0.31, 52.0
1750070507.9419332, 360.0, -0.25, 0.31, 50.0
1750070507.9912357, 360.0, -0.25, 0.31, 50.0
1750070508.0397606, 360.0, -0.25, 0.31, 51.0
1750070508.0884595, 360.0, -0.25, 0.31, 51.0
1750070508.1345165, 360.0, -0.25, 0.31, 51.0
1750070508.183401, 360.0, -0.25, 0.31, 51.0
1750070508.2328272, 360.0, -0.25, 0.31, 53.0
1750070508.277519, 360.0, -0.25, 0.31, 53.0
1750070508.322763, 360.0, -0.25, 0.31, 52.0
1750070508.3715148, 360.0, -0.25, 0.31, 54.0
1750070508.420917, 360.0, -0.25, 0.31, 50.0
1750070508.4703598, 360.0, -0.25, 0.31, 50.0
1750070508.515453, 360.0, -0.25, 0.31, 55.0
1750070508.5641897, 360.0, -0.25, 0.31, 51.0
1750070508.613303, 360.0, -0.25, 0.31, 50.0
1750070508.658294, 360.0, -0.25, 0.31, 50.0
1750070508.7035532, 360.0, -0.25, 0.31, 52.0
1750070508.7519965, 360.0, -0.25, 0.31, 52.0
