Total recording time: 2022 ms
time, x, y, z, h
1750070049.873703, 0.0, -0.25, 0.0, 49.0
1750070049.922965, 0.0, -0.25, 0.0, 52.0
1750070049.9670837, 0.0, -0.25, 0.0, 52.0
1750070050.0125833, 0.0, -0.25, 0.0, 50.0
1750070050.0572467, 0.0, -0.25, 0.0, 52.0
1750070050.1068962, 0.0, -0.25, 0.0, 49.0
1750070050.155924, 0.0, -0.25, 0.0, 52.0
1750070050.2053728, 0.0, -0.25, 0.0, 50.0
1750070050.254789, 0.0, -0.25, 0.0, 52.0
1750070050.3034954, 0.0, -0.25, 0.0, 51.0
1750070050.3483043, 0.0, -0.25, 0.0, 51.0
1750070050.3483043, -1, -1, -1, -1
1750070050.4306188, 0.0, -0.25, 0.0, 52.0
1750070050.4713511, 0.0, -0.25, 0.0, 50.0
1750070050.5168586, 0.0, -0.25, 0.0, 51.0
1750070050.556999, 0.0, -0.25, 0.0, 53.0
1750070050.6021068, 0.0, -0.25, 0.0, 52.0
1750070050.647549, 0.0, -0.25, 0.0, 51.0
1750070050.6882937, 0.0, -0.25, 0.0, 53.0
1750070050.7336874, 0.0, -0.25, 0.0, 52.0
1750070050.774404, 0.0, -0.25, 0.0, 53.0
1750070050.819206, 0.0, -0.25, 0.0, 50.0
1750070050.860325, 0.0, -0.25, 0.0, 53.0
1750070050.905304, 0.0, -0.25, 0.0, 53.0
1750070050.9506774, 0.0, -0.25, 0.0, 54.0
1750070050.9911606, 0.0, -0.25, 0.0, 53.0
1750070051.036882, 0.0, -0.25, 0.0, 50.0
1750070051.0775561, 0.0, -0.25, 0.0, 53.0
1750070051.118242, 0.0, -0.25, 0.0, 54.0
1750070051.163574, 0.0, -0.25, 0.0, 52.0
1750070051.208248, 0.0, -0.25, 0.0, 53.0
1750070051.2490828, 0.0, -0.25, 0.0, 52.0
1750070051.2947469, 0.0, -0.25, 0.0, 53.0
1750070051.3352675, 0.0, -0.25, 0.0, 52.0
1750070051.3805618, 0.0, -0.25, 0.0, 52.0
1750070051.4220352, 0.0, -0.25, 0.0, 51.0
1750070051.466561, 0.0, -0.25, 0.0, 51.0
1750070051.5080893, 0.0, -0.25, 0.0, 51.0
1750070051.5526152, 0.0, -0.25, 0.0, 51.0
1750070051.5931993, 0.0, -0.25, 0.0, 54.0
1750070051.6382775, 0.0, -0.25, 0.0, 51.0
1750070051.6798441, 0.0, -0.25, 0.0, 53.0
1750070051.7247667, 0.0, -0.25, 0.0, 52.0
1750070051.7654479, 0.0, -0.25, 0.0, 52.0
1750070051.8110905, 0.0, -0.25, 0.0, 51.0
1750070051.8517487, 0.0, -0.25, 0.0, 53.0
