Total recording time: 1014 ms
time, x, y, z, h
1750069400.8889396, 360.0, -1.88, 0.44, 50.0
1750069400.9376915, 360.0, -1.88, 0.44, 51.0
1750069400.9868429, 360.0, -1.88, 0.44, 50.0
1750069401.0359752, 360.0, -1.88, 0.44, 48.0
1750069401.0850296, 360.0, -1.88, 0.44, 49.0
1750069401.130574, 360.0, -1.88, 0.44, 49.0
1750069401.1793652, 360.0, -1.88, 0.44, 49.0
1750069401.2287803, 360.0, -1.88, 0.44, 49.0
1750069401.2782152, 360.0, -1.88, 0.44, 51.0
1750069401.327133, 360.0, -1.88, 0.44, 48.0
1750069401.376399, 360.0, -1.88, 0.44, 48.0
1750069401.376399, -1, -1, -1, -1
1750069401.7282128, 360.0, -1.88, 0.44, 49.0
1750069401.7695048, 360.0, -1.88, 0.44, 46.0
1750069401.814283, 360.0, -1.88, 0.44, 48.0
1750069401.8552403, 360.0, -1.88, 0.44, 51.0
