Total recording time: 2036 ms
time, x, y, z, h
1750071678.220392, 360.0, -0.12, 0.31, 52.0
1750071678.3228884, 360.0, -0.12, 0.31, 50.0
1750071678.4237983, 360.0, -0.12, 0.31, 54.0
1750071678.525824, 360.0, -0.12, 0.31, 52.0
1750071678.628128, 360.0, -0.12, 0.31, 53.0
1750071678.628128, -1, -1, -1, -1
1750071679.0337093, 0.0, -0.37, -0.25, 53.0
1750071679.1351106, 0.0, -0.75, -0.5, 52.0
1750071679.237695, 0.0, -0.88, -0.63, 53.0
1750071679.339478, 0.0, -0.94, -0.63, 56.0
1750071679.4420998, 0.0, -0.94, -0.56, 60.0
1750071679.5444837, 0.0, -0.94, -0.44, 60.0
1750071679.6459904, 0.0, -0.88, -0.25, 66.0
1750071679.7474859, 0.0, -0.81, 0.0, 66.0
1750071679.8495626, 0.0, -0.69, 0.19, 68.0
1750071679.9519246, 359.94, -0.56, 1.06, 70.0
1750071680.0540073, 359.94, 0.19, 1.5, 67.0
1750071680.1557517, 359.94, 0.19, 1.5, 70.0
