1.400627075195312500e+03;3.151411437988281250e+02;1.539262084960937500e+03
2.652932739257812500e+02;3.030831604003906250e+02;1.651040405273437500e+03
1.347171508789062500e+03;1.273055053710937500e+03;8.026315917968750000e+02
1.664603881835937500e+03;2.048375091552734375e+02;1.053041015625000000e+03
1.600153564453125000e+03;2.370817413330078125e+02;5.797933959960937500e+02
1.593724121093750000e+03;3.092972717285156250e+02;8.668047485351562500e+02
3.919314575195312500e+02;1.671798706054687500e+03;6.494828491210937500e+02
2.346649169921875000e+02;1.203446777343750000e+03;1.618858886718750000e+03
7.331863403320312500e+02;3.578495788574218750e+02;1.457780151367187500e+03
2.295898284912109375e+02;8.057594604492187500e+02;1.636382324218750000e+03
