Total recording time: 3537 ms
Valve inflation times (ms): [500, 1000, 1000]
time, x, y, z, h
1750073270.2282019, 360.0, 0.31, 2.0, 53.0
1750073270.277958, 360.0, 0.31, 2.0, 54.0
1750073270.3264842, 360.0, 0.31, 2.0, 52.0
1750073270.3715434, 360.0, 0.31, 2.0, 53.0
1750073270.4210858, 360.0, 0.31, 2.0, 50.0
1750073270.4703727, 360.0, 0.31, 2.0, 52.0
1750073270.5189984, 360.0, 0.31, 2.0, 52.0
1750073270.5680854, 360.0, 0.31, 2.0, 53.0
1750073270.6137009, 360.0, 0.31, 2.0, 52.0
1750073270.6629057, 360.0, 0.31, 2.0, 54.0
1750073270.7123775, 360.0, 0.31, 2.0, 53.0
1750073270.7123775, -1, -1, -1, -1
1750073270.7936628, 360.0, 0.31, 2.0, 54.0
1750073270.8393073, 0.0, 0.31, 1.94, 53.0
1750073270.888552, 0.0, 0.25, 2.06, 55.0
1750073270.9331892, 0.0, 0.25, 2.25, 54.0
1750073270.9824243, 0.0, 0.25, 2.38, 56.0
1750073271.0311866, 0.0, 0.25, 2.5, 57.0
1750073271.0799801, 0.0, 0.25, 2.63, 58.0
1750073271.125611, 0.0, 0.31, 2.75, 60.0
1750073271.170204, 0.0, 0.31, 2.88, 57.0
1750073271.2158403, 0.0, 0.31, 2.94, 63.0
1750073271.260294, 0.0, 0.31, 3.06, 63.0
1750073271.30995, 0.0, 0.31, 3.13, 60.0
1750073271.3594327, 0.0, 0.31, 3.5, 65.0
1750073271.4084954, 0.0, 0.31, 4.0, 68.0
1750073271.4530442, 0.0, 0.31, 4.5, 65.0
1750073271.5021415, 0.0, 0.31, 4.88, 69.0
1750073271.5518763, 0.0, 0.31, 5.31, 71.0
1750073271.6001577, 0.0, 0.31, 5.75, 71.0
1750073271.6461377, 0.0, 0.31, 6.19, 74.0
1750073271.6954484, 0.0, 0.31, 6.5, 70.0
1750073271.7441611, 0.0, 0.31, 6.81, 74.0
1750073271.7933316, 0.0, 0.31, 7.19, 73.0
1750073271.842858, 0.0, 0.5, 7.38, 72.0
1750073271.891949, 0.0, 0.63, 7.44, 74.0
1750073271.9405203, 0.0, 0.69, 7.44, 73.0
1750073271.985683, 0.0, 0.63, 7.44, 74.0
1750073272.035298, 0.0, 0.63, 7.44, 73.0
1750073272.0841343, 0.0, 0.63, 7.44, 73.0
1750073272.1328115, 0.0, 0.63, 7.44, 75.0
1750073272.1824, 0.0, 0.63, 7.44, 74.0
1750073272.230979, 0.0, 0.63, 7.44, 77.0
1750073272.2769125, 0.0, 0.63, 7.44, 74.0
1750073272.3254743, 0.0, 0.63, 7.44, 76.0
1750073272.374704, 0.0, 0.63, 7.44, 72.0
1750073272.4237738, 0.0, 0.63, 7.44, 74.0
1750073272.4730282, 0.0, 0.63, 7.44, 74.0
1750073272.522645, 0.0, 0.63, 7.44, 73.0
1750073272.567596, 0.0, 0.63, 7.44, 74.0
1750073272.61617, 0.0, 0.63, 7.44, 73.0
1750073272.66187, 0.0, 0.63, 7.44, 77.0
1750073272.7064955, 0.0, 0.63, 7.44, 75.0
1750073272.7557952, 0.0, 0.63, 7.44, 75.0
1750073272.804985, 0.0, 0.63, 7.44, 71.0
1750073272.854056, 0.0, 0.63, 7.44, 74.0
1750073272.9032714, 0.0, 0.63, 7.44, 71.0
1750073272.9478993, 0.0, 0.63, 7.44, 73.0
1750073272.9969778, 0.0, 0.63, 7.44, 72.0
1750073273.04622, 0.0, 0.63, 7.44, 76.0
1750073273.0953648, 0.0, 0.63, 7.44, 75.0
1750073273.1449692, 0.0, 0.63, 7.44, 75.0
1750073273.194401, 0.0, 0.63, 7.44, 73.0
1750073273.2426233, 0.0, 0.63, 7.44, 74.0
1750073273.2885282, 0.0, 0.63, 7.44, 72.0
1750073273.337071, 0.0, 0.63, 7.44, 75.0
1750073273.3866317, 0.0, 0.63, 7.44, 74.0
1750073273.431161, 0.0, 0.63, 7.44, 77.0
1750073273.4762106, 0.0, 0.63, 7.44, 74.0
1750073273.5257828, 0.0, 0.63, 7.44, 72.0
1750073273.5750093, 0.0, 0.63, 7.44, 74.0
1750073273.6237965, 0.0, 0.63, 7.44, 75.0
1750073273.6694143, 0.0, 0.63, 7.44, 75.0
1750073273.718084, 0.0, 0.63, 7.44, 75.0
