Total recording time: 3510 ms
Valve inflation times (ms): [1000, 1000, 1000]
time, x, y, z, h
1750073309.4455519, 0.0, 0.25, 1.63, 53.0
1750073309.4952834, 0.0, 0.25, 1.63, 51.0
1750073309.5437438, 0.0, 0.25, 1.63, 52.0
1750073309.5894299, 0.0, 0.25, 1.63, 51.0
1750073309.6344578, 0.0, 0.25, 1.63, 49.0
1750073309.6791415, 0.0, 0.25, 1.63, 50.0
1750073309.7285383, 0.0, 0.25, 1.63, 48.0
1750073309.7773633, 0.0, 0.25, 1.63, 50.0
1750073309.8221784, 0.0, 0.25, 1.63, 49.0
1750073309.8676398, 0.0, 0.25, 1.63, 52.0
1750073309.9165742, 0.0, 0.25, 1.63, 52.0
1750073309.9165742, -1, -1, -1, -1
1750073309.9982963, 0.0, 0.25, 1.63, 52.0
1750073310.0437677, 0.0, 0.25, 1.63, 52.0
1750073310.088452, 0.0, 0.19, 1.69, 53.0
1750073310.1339774, 0.0, 0.19, 1.81, 53.0
1750073310.1787293, 0.0, 0.19, 1.88, 53.0
1750073310.2285364, 0.0, 0.19, 2.0, 52.0
1750073310.2768326, 0.0, 0.19, 2.06, 55.0
1750073310.3265715, 0.0, 0.19, 2.19, 59.0
1750073310.3716834, 0.0, 0.19, 2.25, 61.0
1750073310.416545, 0.0, 0.19, 2.38, 60.0
1750073310.4658701, 0.0, 0.25, 2.5, 58.0
1750073310.5105877, 0.0, 0.25, 2.56, 61.0
1750073310.5560646, 0.0, 0.25, 2.69, 62.0
1750073310.6004589, 0.0, 0.25, 2.75, 66.0
1750073310.6502917, 0.0, 0.25, 2.81, 63.0
1750073310.6990693, 0.0, 0.25, 2.88, 63.0
1750073310.748615, 0.0, 0.25, 2.94, 68.0
1750073310.7965565, 0.0, 0.25, 3.0, 67.0
1750073310.841985, 0.0, 0.25, 3.0, 72.0
1750073310.8875947, 0.0, 0.25, 3.0, 69.0
1750073310.9368577, 0.0, 0.25, 3.0, 69.0
1750073310.9857547, 0.0, 0.25, 3.0, 71.0
1750073311.0304766, 0.0, 0.25, 3.25, 72.0
1750073311.0803754, 0.0, 0.25, 3.38, 70.0
1750073311.1295397, 0.0, 0.25, 3.38, 71.0
1750073311.178804, 0.0, 0.25, 3.38, 70.0
1750073311.2274806, 0.0, 0.25, 3.38, 69.0
1750073311.2768786, 0.0, 0.25, 3.38, 75.0
1750073311.3257418, 0.0, 0.25, 3.38, 71.0
1750073311.3751132, 0.0, 0.25, 3.38, 72.0
1750073311.4236753, 0.0, 0.25, 3.38, 71.0
1750073311.4690475, 0.0, 0.25, 3.38, 68.0
1750073311.5137167, 0.0, 0.25, 3.38, 73.0
1750073311.55957, 0.0, 0.25, 3.38, 73.0
1750073311.6078923, 0.0, 0.25, 3.38, 71.0
1750073311.6575708, 0.0, 0.25, 3.38, 74.0
1750073311.706221, 0.0, 0.25, 3.38, 72.0
1750073311.7559555, 0.0, 0.25, 3.38, 72.0
1750073311.8046222, 0.0, 0.25, 3.38, 70.0
1750073311.850198, 0.0, 0.25, 3.38, 70.0
1750073311.8995042, 0.0, 0.25, 3.38, 73.0
1750073311.9444683, 0.0, 0.25, 3.38, 70.0
1750073311.9930542, 0.0, 0.25, 3.38, 72.0
1750073312.042439, 0.0, 0.25, 3.38, 73.0
1750073312.087105, 0.0, 0.25, 3.38, 71.0
1750073312.1323996, 0.0, 0.25, 3.38, 70.0
1750073312.1819317, 0.0, 0.25, 3.38, 70.0
1750073312.2306523, 0.0, 0.25, 3.38, 72.0
1750073312.2806652, 0.0, 0.25, 3.38, 69.0
1750073312.325254, 0.0, 0.25, 3.38, 72.0
1750073312.3745177, 0.0, 0.25, 3.38, 74.0
1750073312.423349, 0.0, 0.25, 3.38, 69.0
1750073312.4726827, 0.0, 0.25, 3.38, 72.0
1750073312.5216978, 0.0, 0.25, 3.38, 71.0
1750073312.5712547, 0.0, 0.25, 3.38, 72.0
1750073312.6155875, 0.0, 0.25, 3.38, 74.0
1750073312.6650636, 0.0, 0.25, 3.38, 75.0
1750073312.714593, 0.0, 0.25, 3.38, 71.0
1750073312.7632117, 0.0, 0.25, 3.38, 72.0
1750073312.812746, 0.0, 0.25, 3.38, 75.0
1750073312.8611372, 0.0, 0.25, 3.38, 70.0
1750073312.9066412, 0.0, 0.25, 3.38, 72.0
