Total recording time: 3529 ms
Valve inflation times (ms): [500, 1000, 1000]
time, x, y, z, h
1750073168.9844925, 359.94, 0.31, 1.63, 51.0
1750073169.0341733, 359.94, 0.31, 1.63, 52.0
1750073169.0834064, 359.94, 0.31, 1.63, 55.0
1750073169.1321151, 359.94, 0.31, 1.63, 52.0
1750073169.1814437, 359.94, 0.31, 1.63, 52.0
1750073169.226156, 359.94, 0.31, 1.63, 51.0
1750073169.2757118, 359.94, 0.31, 1.63, 53.0
1750073169.3241594, 359.94, 0.31, 1.63, 52.0
1750073169.3695045, 359.94, 0.31, 1.63, 52.0
1750073169.4149978, 359.94, 0.31, 1.63, 54.0
1750073169.4642363, 359.94, 0.31, 1.63, 52.0
1750073169.4642363, -1, -1, -1, -1
1750073169.5456762, 359.94, 0.31, 1.63, 53.0
1750073169.5957682, 0.0, 0.25, 1.63, 51.0
1750073169.6440914, 0.0, 0.25, 1.75, 53.0
1750073169.693728, 0.0, 0.25, 1.88, 53.0
1750073169.742386, 0.0, 0.25, 1.94, 56.0
1750073169.787785, 0.0, 0.31, 2.06, 58.0
1750073169.8322854, 0.0, 0.31, 2.13, 56.0
1750073169.8779364, 0.0, 0.31, 2.19, 57.0
1750073169.9232385, 0.0, 0.31, 2.31, 62.0
1750073169.968313, 0.0, 0.31, 2.38, 62.0
1750073170.016865, 0.0, 0.31, 2.5, 62.0
1750073170.066353, 0.0, 0.31, 2.56, 64.0
1750073170.115817, 0.0, 0.31, 2.94, 61.0
1750073170.164499, 0.0, 0.31, 3.44, 65.0
1750073170.2132053, 0.0, 0.37, 3.94, 67.0
1750073170.2589622, 0.0, 0.37, 4.38, 69.0
1750073170.3080394, 0.0, 0.37, 4.75, 69.0
1750073170.357092, 0.0, 0.37, 5.19, 71.0
1750073170.4061668, 0.0, 0.37, 5.63, 75.0
1750073170.4557447, 0.0, 0.37, 6.0, 69.0
1750073170.504842, 0.0, 0.37, 6.38, 73.0
1750073170.5491652, 0.0, 0.37, 6.69, 77.0
1750073170.5987277, 0.0, 0.37, 6.81, 73.0
1750073170.6475217, 0.0, 0.37, 6.75, 73.0
1750073170.6971745, 0.0, 0.37, 6.75, 75.0
1750073170.74558, 0.0, 0.37, 6.75, 73.0
1750073170.7952883, 0.0, 0.37, 6.75, 74.0
1750073170.8399835, 0.0, 0.37, 6.75, 74.0
1750073170.8893018, 0.0, 0.37, 6.75, 74.0
1750073170.938075, 0.0, 0.37, 6.75, 73.0
1750073170.9882588, 0.0, 0.37, 6.75, 74.0
1750073171.0370467, 0.0, 0.37, 6.75, 71.0
1750073171.0864122, 0.0, 0.37, 6.75, 73.0
1750073171.1311772, 0.0, 0.37, 6.75, 72.0
1750073171.1802795, 0.0, 0.37, 6.75, 72.0
1750073171.225499, 0.0, 0.37, 6.75, 73.0
1750073171.2738726, 0.0, 0.37, 6.75, 75.0
1750073171.319375, 0.0, 0.37, 6.75, 72.0
1750073171.368522, 0.0, 0.37, 6.75, 72.0
1750073171.4177413, 0.0, 0.37, 6.75, 74.0
1750073171.4630964, 0.0, 0.37, 6.75, 73.0
1750073171.5077996, 0.0, 0.37, 6.75, 73.0
1750073171.5570512, 0.0, 0.37, 6.75, 70.0
1750073171.601669, 0.0, 0.37, 6.75, 71.0
1750073171.651055, 0.0, 0.37, 6.75, 71.0
1750073171.7000883, 0.0, 0.37, 6.75, 72.0
1750073171.7492638, 0.0, 0.37, 6.75, 73.0
1750073171.798996, 0.0, 0.37, 6.75, 72.0
1750073171.8475163, 0.0, 0.37, 6.75, 73.0
1750073171.8968456, 0.0, 0.37, 6.75, 76.0
1750073171.9415429, 0.0, 0.37, 6.75, 72.0
1750073171.99073, 0.0, 0.37, 6.75, 72.0
1750073172.040536, 0.0, 0.37, 6.75, 72.0
1750073172.089661, 0.0, 0.37, 6.75, 72.0
1750073172.1383843, 0.0, 0.37, 6.75, 71.0
1750073172.1876087, 0.0, 0.37, 6.75, 71.0
1750073172.233207, 0.0, 0.37, 6.75, 70.0
1750073172.2825167, 0.0, 0.37, 6.75, 73.0
1750073172.331191, 0.0, 0.37, 6.75, 74.0
1750073172.376569, 0.0, 0.37, 6.75, 73.0
1750073172.4213083, 0.0, 0.37, 6.75, 73.0
1750073172.4698246, 0.0, 0.37, 6.75, 73.0
