Total recording time: 3517 ms
Valve inflation times (ms): [200, 1000, 1000]
time, x, y, z, h
1750073461.3375278, 359.94, 0.44, 2.0, 54.0
1750073461.3868551, 359.94, 0.44, 2.0, 51.0
1750073461.432402, 359.94, 0.44, 2.0, 53.0
1750073461.481538, 359.94, 0.44, 2.0, 53.0
1750073461.5306108, 359.94, 0.44, 2.0, 52.0
1750073461.575717, 359.94, 0.44, 2.0, 54.0
1750073461.6203735, 359.94, 0.44, 2.0, 55.0
1750073461.6701124, 359.94, 0.44, 2.0, 54.0
1750073461.7189863, 359.94, 0.44, 2.0, 52.0
1750073461.7640977, 359.94, 0.44, 2.0, 52.0
1750073461.8087223, 359.94, 0.44, 2.0, 52.0
1750073461.8087223, -1, -1, -1, -1
1750073461.8902235, 359.94, 0.44, 2.0, 56.0
1750073461.9358509, 0.0, 0.37, 2.0, 52.0
1750073461.9810603, 0.0, 0.37, 2.13, 53.0
1750073462.02651, 0.0, 0.31, 2.25, 56.0
1750073462.0707834, 0.0, 0.31, 2.44, 55.0
1750073462.120148, 359.94, 0.31, 2.63, 61.0
1750073462.1694453, 359.94, 0.37, 3.13, 59.0
1750073462.2139285, 359.94, 0.37, 3.63, 60.0
1750073462.2601013, 359.94, 0.37, 4.06, 63.0
1750073462.308634, 359.94, 0.37, 4.56, 61.0
1750073462.3531556, 359.94, 0.37, 5.06, 63.0
1750073462.4033432, 359.88, 0.37, 5.5, 65.0
1750073462.4518912, 359.88, 0.37, 6.0, 67.0
1750073462.5010052, 359.88, 0.37, 6.5, 67.0
1750073462.5497735, 359.88, 0.37, 6.94, 70.0
1750073462.5952291, 359.88, 0.37, 7.38, 70.0
1750073462.6439528, 359.88, 0.37, 7.75, 70.0
1750073462.6891835, 359.88, 0.37, 8.13, 71.0
1750073462.7348197, 359.88, 0.37, 8.56, 71.0
1750073462.7801378, 359.88, 0.37, 8.81, 73.0
1750073462.8248322, 359.88, 0.44, 9.13, 75.0
1750073462.8741472, 359.88, 0.44, 9.38, 73.0
1750073462.9227858, 359.88, 0.5, 9.69, 73.0
1750073462.9720228, 359.88, 0.5, 9.75, 73.0
1750073463.0207195, 359.88, 0.5, 9.75, 75.0
1750073463.0701072, 359.88, 0.5, 9.75, 72.0
1750073463.119711, 359.88, 0.5, 9.75, 72.0
1750073463.1644523, 359.88, 0.5, 9.75, 72.0
1750073463.2140236, 359.88, 0.5, 9.75, 73.0
1750073463.2632291, 359.88, 0.5, 9.75, 73.0
1750073463.3119345, 359.88, 0.5, 9.75, 72.0
1750073463.361371, 359.88, 0.5, 9.75, 74.0
1750073463.405296, 359.88, 0.5, 9.75, 76.0
1750073463.4549663, 359.88, 0.5, 9.75, 73.0
1750073463.5041513, 359.88, 0.5, 9.75, 75.0
1750073463.554207, 359.88, 0.5, 9.75, 74.0
1750073463.6032715, 359.88, 0.5, 9.75, 74.0
1750073463.6519773, 359.88, 0.5, 9.75, 72.0
1750073463.7013025, 359.88, 0.5, 9.75, 75.0
1750073463.7506118, 359.88, 0.5, 9.75, 75.0
1750073463.7998214, 359.88, 0.5, 9.75, 75.0
1750073463.8489256, 359.88, 0.5, 9.75, 74.0
1750073463.8935692, 359.88, 0.5, 9.75, 73.0
1750073463.942265, 359.88, 0.5, 9.75, 74.0
1750073463.992504, 359.88, 0.5, 9.75, 76.0
1750073464.0371902, 359.88, 0.5, 9.75, 73.0
1750073464.0857332, 359.88, 0.5, 9.75, 75.0
1750073464.1350284, 359.88, 0.5, 9.75, 73.0
1750073464.1803112, 359.88, 0.5, 9.75, 73.0
1750073464.2249744, 359.88, 0.5, 9.75, 74.0
1750073464.2750037, 359.88, 0.5, 9.75, 72.0
1750073464.323734, 359.88, 0.5, 9.75, 73.0
1750073464.372458, 359.88, 0.5, 9.75, 74.0
1750073464.4180148, 359.88, 0.5, 9.75, 72.0
1750073464.4670513, 359.88, 0.5, 9.75, 74.0
1750073464.5160375, 359.88, 0.5, 9.75, 77.0
1750073464.565096, 359.88, 0.5, 9.75, 76.0
1750073464.61472, 359.88, 0.5, 9.75, 75.0
1750073464.663186, 359.88, 0.5, 9.75, 74.0
1750073464.7088053, 359.88, 0.5, 9.75, 73.0
1750073464.7579234, 359.88, 0.5, 9.75, 73.0
1750073464.8068736, 359.88, 0.5, 9.75, 73.0
