Total recording time: 3505 ms
Valve inflation times (ms): [1000, 1000, 1000]
time, x, y, z, h
1750073090.0180926, 360.0, 0.06, 1.56, 50.0
1750073090.0677204, 360.0, 0.06, 1.56, 52.0
1750073090.1124265, 359.94, 0.06, 1.56, 51.0
1750073090.1617718, 359.94, 0.06, 1.56, 52.0
1750073090.2109027, 359.94, 0.06, 1.56, 54.0
1750073090.2557778, 359.94, 0.06, 1.56, 54.0
1750073090.3008525, 359.94, 0.06, 1.56, 52.0
1750073090.3494673, 359.94, 0.06, 1.56, 53.0
1750073090.398756, 359.94, 0.06, 1.56, 52.0
1750073090.4443128, 359.94, 0.06, 1.56, 55.0
1750073090.4934816, 359.94, 0.06, 1.56, 50.0
1750073090.4934816, -1, -1, -1, -1
1750073090.5709212, 359.94, 0.06, 1.56, 54.0
1750073090.6162462, 0.0, 0.0, 1.5, 50.0
1750073090.6608405, 0.0, 0.0, 1.56, 54.0
1750073090.7065184, 0.0, 0.0, 1.63, 53.0
1750073090.7516196, 0.0, 0.0, 1.69, 55.0
1750073090.796041, 0.0, 0.0, 1.69, 57.0
1750073090.8416448, 0.0, 0.0, 1.75, 54.0
1750073090.8900766, 0.0, 0.0, 1.75, 57.0
1750073090.9396436, 0.0, 0.0, 1.81, 59.0
1750073090.9845045, 0.0, 0.0, 1.94, 61.0
1750073091.0342474, 0.0, 0.06, 2.0, 60.0
1750073091.082966, 0.0, 0.06, 2.06, 59.0
1750073091.1320572, 0.0, 0.06, 2.19, 61.0
1750073091.1776102, 0.0, 0.06, 2.25, 62.0
1750073091.2221386, 0.0, 0.06, 2.31, 62.0
1750073091.2673874, 0.0, 0.06, 2.38, 63.0
1750073091.3122275, 0.0, 0.06, 2.44, 64.0
1750073091.3569424, 0.0, 0.06, 2.44, 67.0
1750073091.402607, 0.0, 0.06, 2.5, 65.0
1750073091.4521916, 0.0, 0.06, 2.56, 68.0
1750073091.5008633, 0.0, 0.06, 2.63, 71.0
1750073091.546418, 0.0, 0.06, 2.63, 72.0
1750073091.5947492, 0.0, 0.12, 2.69, 69.0
1750073091.6442711, 0.0, 0.06, 2.63, 70.0
1750073091.6935995, 0.0, 0.06, 2.63, 71.0
1750073091.7422, 0.0, 0.12, 2.63, 73.0
1750073091.791063, 0.0, 0.06, 2.63, 72.0
1750073091.840773, 0.0, 0.06, 2.63, 71.0
1750073091.889374, 0.0, 0.06, 2.63, 68.0
1750073091.934726, 0.0, 0.06, 2.63, 70.0
1750073091.9844117, 0.0, 0.06, 2.63, 70.0
1750073092.0335493, 0.0, 0.06, 2.63, 69.0
1750073092.0822682, 0.0, 0.06, 2.63, 72.0
1750073092.1314647, 0.0, 0.06, 2.63, 67.0
1750073092.176023, 0.0, 0.06, 2.63, 69.0
1750073092.2255676, 0.0, 0.06, 2.63, 70.0
1750073092.274545, 0.0, 0.06, 2.63, 68.0
1750073092.3238356, 0.0, 0.06, 2.63, 69.0
1750073092.3725579, 0.0, 0.06, 2.63, 70.0
1750073092.417848, 0.0, 0.06, 2.63, 69.0
1750073092.4635682, 0.0, 0.06, 2.63, 69.0
1750073092.5078113, 0.0, 0.06, 2.63, 71.0
1750073092.553806, 0.0, 0.06, 2.63, 67.0
1750073092.6026673, 0.0, 0.06, 2.63, 72.0
1750073092.6481314, 0.0, 0.06, 2.63, 70.0
1750073092.6965532, 0.0, 0.06, 2.63, 71.0
1750073092.7461288, 0.0, 0.06, 2.63, 70.0
1750073092.7947397, 0.0, 0.06, 2.63, 71.0
1750073092.8443363, 0.0, 0.06, 2.63, 68.0
1750073092.893692, 0.0, 0.06, 2.63, 69.0
1750073092.9382744, 0.0, 0.06, 2.63, 70.0
1750073092.9880488, 0.0, 0.06, 2.63, 69.0
1750073093.036347, 0.0, 0.06, 2.63, 71.0
1750073093.0860934, 0.0, 0.06, 2.63, 70.0
1750073093.135364, 0.0, 0.06, 2.63, 68.0
1750073093.1841207, 0.0, 0.06, 2.63, 71.0
1750073093.23336, 0.0, 0.06, 2.63, 69.0
1750073093.2828822, 0.0, 0.06, 2.63, 71.0
1750073093.3312602, 0.0, 0.06, 2.63, 70.0
1750073093.3810005, 0.0, 0.06, 2.63, 69.0
1750073093.4261563, 0.0, 0.06, 2.63, 73.0
1750073093.4748156, 0.0, 0.06, 2.63, 70.0
