Total recording time: 3545 ms
Valve inflation times (ms): [200, 1000, 1000]
time, x, y, z, h
1750073230.1434677, 360.0, 0.25, 1.81, 53.0
1750073230.191714, 360.0, 0.25, 1.81, 52.0
1750073230.237326, 360.0, 0.25, 1.81, 51.0
1750073230.287591, 360.0, 0.25, 1.81, 50.0
1750073230.3355927, 0.0, 0.25, 1.81, 51.0
1750073230.384877, 0.0, 0.25, 1.81, 50.0
1750073230.4344962, 0.0, 0.25, 1.81, 51.0
1750073230.4788485, 0.0, 0.25, 1.81, 52.0
1750073230.5244858, 0.0, 0.25, 1.81, 47.0
1750073230.5692039, 0.0, 0.25, 1.81, 52.0
1750073230.6184068, 0.0, 0.25, 1.81, 51.0
1750073230.6184068, -1, -1, -1, -1
1750073230.6964922, 0.0, 0.25, 1.81, 50.0
1750073230.745108, 0.0, 0.19, 1.75, 54.0
1750073230.794411, 0.0, 0.19, 1.88, 52.0
1750073230.839015, 0.0, 0.19, 2.0, 56.0
1750073230.8841934, 0.0, 0.19, 2.13, 55.0
1750073230.9298637, 0.0, 0.19, 2.31, 56.0
1750073230.9734364, 359.94, 0.19, 2.69, 57.0
1750073231.0200634, 359.94, 0.19, 3.19, 61.0
1750073231.0688992, 359.94, 0.19, 3.56, 64.0
1750073231.1176686, 359.94, 0.19, 4.0, 64.0
1750073231.1665783, 359.94, 0.19, 4.5, 63.0
1750073231.215753, 359.94, 0.19, 5.0, 65.0
1750073231.2647269, 359.94, 0.19, 5.5, 67.0
1750073231.310338, 359.94, 0.19, 6.0, 68.0
1750073231.3594635, 359.94, 0.19, 6.38, 68.0
1750073231.4088163, 359.94, 0.19, 6.81, 70.0
1750073231.4573805, 359.94, 0.19, 7.25, 69.0
1750073231.50752, 359.94, 0.19, 7.63, 71.0
1750073231.5565636, 359.94, 0.19, 8.0, 72.0
1750073231.6008203, 359.94, 0.19, 8.38, 74.0
1750073231.650432, 359.94, 0.19, 8.63, 72.0
1750073231.6996841, 359.94, 0.19, 8.94, 74.0
1750073231.748273, 359.94, 0.44, 9.19, 77.0
1750073231.7976165, 359.94, 0.5, 9.25, 71.0
1750073231.8474927, 359.94, 0.56, 9.25, 74.0
1750073231.8965428, 359.94, 0.56, 9.25, 75.0
1750073231.9454215, 359.94, 0.56, 9.25, 75.0
1750073231.9939969, 359.94, 0.56, 9.25, 76.0
1750073232.0395803, 359.94, 0.56, 9.25, 75.0
1750073232.0889897, 359.94, 0.56, 9.25, 76.0
1750073232.137612, 359.94, 0.56, 9.25, 75.0
1750073232.186644, 359.94, 0.56, 9.25, 73.0
1750073232.2361908, 359.94, 0.56, 9.25, 72.0
1750073232.2853587, 359.94, 0.56, 9.25, 74.0
1750073232.333957, 359.94, 0.56, 9.25, 74.0
1750073232.3837283, 359.94, 0.56, 9.25, 73.0
1750073232.4283998, 359.94, 0.56, 9.25, 76.0
1750073232.478108, 359.94, 0.56, 9.25, 72.0
1750073232.526379, 359.94, 0.56, 9.25, 76.0
1750073232.5761156, 359.94, 0.56, 9.25, 69.0
1750073232.621055, 359.94, 0.56, 9.25, 74.0
1750073232.670731, 359.94, 0.56, 9.25, 73.0
1750073232.7198722, 359.94, 0.56, 9.25, 76.0
1750073232.7684648, 359.94, 0.56, 9.25, 74.0
1750073232.8136752, 359.94, 0.56, 9.25, 79.0
1750073232.8622954, 359.94, 0.56, 9.25, 74.0
1750073232.9123425, 359.94, 0.56, 9.25, 74.0
1750073232.9609745, 359.94, 0.56, 9.25, 76.0
1750073233.0102036, 359.94, 0.56, 9.25, 73.0
1750073233.058787, 359.94, 0.56, 9.25, 72.0
1750073233.104688, 359.94, 0.56, 9.25, 74.0
1750073233.1532493, 359.94, 0.56, 9.25, 77.0
1750073233.2028816, 359.94, 0.56, 9.25, 74.0
1750073233.2514815, 359.94, 0.56, 9.25, 73.0
1750073233.3007247, 359.94, 0.56, 9.25, 72.0
1750073233.350306, 359.94, 0.56, 9.25, 77.0
1750073233.3983753, 359.94, 0.56, 9.25, 75.0
1750073233.4438965, 359.94, 0.56, 9.25, 75.0
1750073233.4934638, 359.94, 0.56, 9.25, 75.0
1750073233.5430105, 359.94, 0.56, 9.25, 76.0
1750073233.592125, 359.94, 0.56, 9.25, 77.0
1750073233.6408029, 359.94, 0.56, 9.25, 72.0
