Total recording time: 3521 ms
Valve inflation times (ms): [1000, 1000, 1000]
time, x, y, z, h
1750072681.1974237, 0.0, -0.06, 0.44, 53.0
1750072681.2470877, 0.0, -0.06, 0.44, 50.0
1750072681.295335, 0.0, -0.06, 0.44, 52.0
1750072681.3449247, 0.0, -0.06, 0.44, 52.0
1750072681.3940535, 0.0, -0.06, 0.44, 51.0
1750072681.438632, 0.0, -0.06, 0.44, 51.0
1750072681.4883254, 0.0, -0.06, 0.44, 53.0
1750072681.533261, 0.0, -0.06, 0.44, 54.0
1750072681.577914, 0.0, -0.06, 0.44, 52.0
1750072681.6275694, 0.0, -0.06, 0.44, 54.0
1750072681.67658, 0.0, -0.06, 0.44, 53.0
1750072681.67658, -1, -1, -1, -1
1750072681.758563, 0.0, -0.06, 0.44, 53.0
1750072681.8078115, 0.0, -0.12, 0.37, 51.0
1750072681.8564422, 0.0, -0.12, 0.44, 52.0
1750072681.9060843, 0.0, -0.12, 0.5, 54.0
1750072681.9547205, 0.0, -0.12, 0.5, 54.0
1750072681.9999487, 0.0, -0.12, 0.56, 53.0
1750072682.0452838, 359.94, -0.06, 0.63, 59.0
1750072682.0900652, 359.94, -0.06, 0.69, 59.0
1750072682.1355531, 359.94, -0.06, 0.75, 63.0
1750072682.1808832, 359.94, -0.06, 0.88, 61.0
1750072682.2296047, 359.94, 0.0, 0.94, 62.0
1750072682.2788823, 359.94, 0.0, 1.0, 60.0
1750072682.328342, 359.94, 0.0, 1.06, 63.0
1750072682.3775175, 359.94, 0.0, 1.12, 64.0
1750072682.4264064, 359.94, 0.0, 1.25, 66.0
1750072682.4717722, 359.94, 0.0, 1.31, 68.0
1750072682.5204418, 359.94, 0.0, 1.31, 68.0
1750072682.5696862, 359.94, 0.0, 1.37, 68.0
1750072682.615116, 359.94, 0.06, 1.44, 70.0
1750072682.6634092, 359.94, 0.06, 1.5, 73.0
1750072682.7130497, 359.94, 0.06, 1.5, 71.0
1750072682.7585182, 359.94, 0.12, 1.56, 69.0
1750072682.80689, 359.94, 0.19, 1.5, 73.0
1750072682.856214, 359.94, 0.19, 1.5, 74.0
1750072682.901072, 359.94, 0.19, 1.5, 71.0
1750072682.9506607, 359.94, 0.19, 1.5, 70.0
1750072682.999718, 359.94, 0.19, 1.5, 73.0
1750072683.048632, 359.94, 0.19, 1.5, 70.0
1750072683.0973692, 359.94, 0.19, 1.5, 70.0
1750072683.1471543, 359.94, 0.19, 1.5, 69.0
1750072683.1961539, 359.94, 0.19, 1.5, 73.0
1750072683.2417667, 359.94, 0.19, 1.5, 71.0
1750072683.2899978, 359.94, 0.19, 1.5, 69.0
1750072683.335709, 359.94, 0.19, 1.5, 72.0
1750072683.3801816, 359.94, 0.19, 1.5, 71.0
1750072683.4298885, 359.94, 0.19, 1.5, 71.0
1750072683.4791057, 359.94, 0.19, 1.5, 72.0
1750072683.523699, 359.94, 0.19, 1.5, 71.0
1750072683.5726922, 359.94, 0.19, 1.5, 70.0
1750072683.6223254, 359.94, 0.19, 1.5, 71.0
1750072683.6715708, 359.94, 0.19, 1.5, 71.0
1750072683.720963, 359.94, 0.19, 1.5, 71.0
1750072683.7700465, 359.94, 0.19, 1.5, 71.0
1750072683.8145223, 359.94, 0.19, 1.5, 72.0
1750072683.8632185, 359.94, 0.19, 1.5, 73.0
1750072683.9124107, 359.94, 0.19, 1.5, 71.0
1750072683.9620776, 359.94, 0.19, 1.5, 73.0
1750072684.0114276, 359.94, 0.19, 1.5, 71.0
1750072684.0605931, 359.94, 0.19, 1.5, 70.0
1750072684.1098518, 359.94, 0.19, 1.5, 67.0
1750072684.158637, 359.94, 0.19, 1.5, 71.0
1750072684.2039814, 359.94, 0.19, 1.5, 74.0
1750072684.2529101, 359.94, 0.19, 1.5, 72.0
1750072684.298275, 359.94, 0.19, 1.5, 72.0
1750072684.3428354, 359.94, 0.19, 1.5, 71.0
1750072684.3919258, 359.94, 0.19, 1.5, 71.0
1750072684.4374733, 359.94, 0.19, 1.5, 72.0
1750072684.482699, 359.94, 0.19, 1.5, 69.0
1750072684.5313718, 359.94, 0.19, 1.5, 71.0
1750072684.5762012, 359.94, 0.19, 1.5, 68.0
1750072684.6258, 359.94, 0.19, 1.5, 72.0
1750072684.6743665, 359.94, 0.19, 1.5, 73.0
