Total recording time: 3546 ms
Valve inflation times (ms): [1000, 1000, 1000]
time, x, y, z, h
1750072323.283234, 359.88, -0.19, 1.31, 53.0
1750072323.3323164, 359.88, -0.19, 1.31, 50.0
1750072323.3771725, 359.88, -0.19, 1.31, 52.0
1750072323.4264102, 359.88, -0.19, 1.31, 55.0
1750072323.4751704, 359.88, -0.19, 1.31, 53.0
1750072323.5250168, 359.88, -0.19, 1.31, 51.0
1750072323.5695784, 359.88, -0.19, 1.31, 51.0
1750072323.6146548, 359.88, -0.19, 1.31, 50.0
1750072323.664196, 359.88, -0.19, 1.31, 54.0
1750072323.709304, 359.88, -0.19, 1.25, 52.0
1750072323.758401, 359.88, -0.19, 1.25, 50.0
1750072323.758401, -1, -1, -1, -1
1750072323.8358877, 359.88, -0.19, 1.25, 49.0
1750072323.8854423, 359.88, -0.19, 1.19, 52.0
1750072323.9301372, 359.88, -0.19, 1.25, 52.0
1750072323.9756687, 359.88, -0.19, 1.25, 53.0
1750072324.0237463, 359.88, -0.19, 1.31, 55.0
1750072324.0692677, 359.88, -0.19, 1.31, 52.0
1750072324.1183872, 359.88, -0.19, 1.31, 54.0
1750072324.167926, 359.88, -0.12, 1.31, 57.0
1750072324.2170331, 359.88, -0.12, 1.31, 58.0
1750072324.261856, 359.88, -0.12, 1.44, 59.0
1750072324.3067513, 359.88, -0.12, 1.5, 57.0
1750072324.3520515, 359.88, -0.12, 1.56, 61.0
1750072324.3974745, 359.88, -0.12, 1.63, 57.0
1750072324.4420388, 359.81, -0.06, 1.63, 64.0
1750072324.487572, 359.88, -0.06, 1.75, 65.0
1750072324.536479, 359.88, -0.06, 1.75, 64.0
1750072324.5852978, 359.88, -0.06, 1.81, 66.0
1750072324.630976, 359.88, -0.06, 1.88, 67.0
1750072324.6800244, 359.88, 0.0, 1.94, 68.0
1750072324.7251327, 359.88, 0.0, 1.94, 68.0
1750072324.7696707, 359.88, 0.0, 2.0, 69.0
1750072324.8194647, 359.88, 0.0, 2.0, 70.0
1750072324.8640137, 359.81, 0.0, 2.25, 71.0
1750072324.9095807, 359.81, -0.06, 2.31, 68.0
1750072324.9544835, 359.81, -0.06, 2.31, 67.0
1750072325.0036213, 359.81, -0.06, 2.38, 71.0
1750072325.0526347, 359.81, -0.06, 2.38, 67.0
1750072325.1017754, 359.81, -0.06, 2.38, 68.0
1750072325.1463377, 359.81, -0.06, 2.38, 71.0
1750072325.1954618, 359.81, -0.06, 2.38, 70.0
1750072325.2450259, 359.81, -0.06, 2.38, 68.0
1750072325.2895908, 359.81, -0.06, 2.38, 71.0
1750072325.338614, 359.81, -0.06, 2.38, 70.0
1750072325.3882678, 359.81, -0.06, 2.38, 69.0
1750072325.4373631, 359.81, -0.06, 2.38, 69.0
1750072325.483013, 359.81, -0.06, 2.38, 68.0
1750072325.5320175, 359.81, -0.06, 2.38, 69.0
1750072325.5806026, 359.81, -0.06, 2.38, 71.0
1750072325.6297705, 359.81, -0.06, 2.38, 68.0
1750072325.6792057, 359.81, -0.06, 2.38, 67.0
1750072325.7243097, 359.81, -0.06, 2.38, 67.0
1750072325.7688546, 359.81, -0.06, 2.38, 65.0
1750072325.813959, 359.81, -0.06, 2.38, 68.0
1750072325.8595223, 359.81, -0.06, 2.38, 68.0
1750072325.9043899, 359.81, -0.06, 2.38, 71.0
1750072325.9539204, 359.81, -0.06, 2.38, 67.0
1750072326.0022154, 359.81, -0.06, 2.38, 69.0
1750072326.051878, 359.81, -0.06, 2.38, 71.0
1750072326.100658, 359.81, -0.06, 2.38, 69.0
1750072326.1503985, 359.81, -0.06, 2.38, 73.0
1750072326.199457, 359.81, -0.06, 2.38, 71.0
1750072326.244007, 359.81, -0.06, 2.38, 71.0
1750072326.2935328, 359.81, -0.06, 2.38, 70.0
1750072326.3426251, 359.81, -0.06, 2.38, 71.0
1750072326.3921812, 359.81, -0.06, 2.38, 72.0
1750072326.4412005, 359.81, -0.06, 2.38, 70.0
1750072326.490572, 359.81, -0.06, 2.38, 70.0
1750072326.5353668, 359.81, -0.06, 2.38, 71.0
1750072326.5840714, 359.81, -0.06, 2.38, 69.0
1750072326.6335967, 359.81, -0.06, 2.38, 70.0
1750072326.6828637, 359.81, -0.06, 2.38, 69.0
1750072326.7317061, 359.81, -0.06, 2.38, 73.0
1750072326.7813182, 359.81, -0.06, 2.38, 72.0
