1.186229003906250000e+03;6.459165649414062500e+02;1.433924804687500000e+03
3.185328369140625000e+02;1.751204345703125000e+03;6.269540405273437500e+02
1.352327148437500000e+03;1.022752258300781250e+03;7.500537719726562500e+02
2.685303344726562500e+02;1.744726806640625000e+03;4.629721679687500000e+02
1.456099365234375000e+03;8.804129638671875000e+02;4.663941955566406250e+02
5.872770996093750000e+02;1.465904052734375000e+03;8.066747436523437500e+02
2.808717956542968750e+02;1.753301147460937500e+03;7.398421020507812500e+02
8.075186767578125000e+02;3.700831909179687500e+02;1.394532226562500000e+03
4.714190979003906250e+02;1.549790771484375000e+03;7.941370239257812500e+02
1.360405883789062500e+02;1.039659179687500000e+03;1.668218627929687500e+03
7.289627075195312500e+02;1.908809967041015625e+02;1.547246459960937500e+03
1.361880004882812500e+03;1.166168579101562500e+03;7.884989013671875000e+02
7.991438598632812500e+02;5.389869995117187500e+02;1.411579711914062500e+03
2.838773193359375000e+02;8.032850341796875000e+02;1.603150878906250000e+03
1.576913208007812500e+03;2.930975341796875000e+02;6.362761230468750000e+02
8.792211914062500000e+01;1.111638305664062500e+03;1.664499389648437500e+03
1.565119018554687500e+03;3.087163696289062500e+02;6.966742553710937500e+02
1.487125122070312500e+03;3.462505187988281250e+02;5.394552612304687500e+02
6.004199218750000000e+02;1.279300994873046875e+02;1.699275512695312500e+03
2.793479003906250000e+02;1.252010620117187500e+03;1.582365722656250000e+03
