4.133186035156250000e+02;1.439736083984375000e+03;1.378313842773437500e+03
5.090508728027343750e+02;1.367933471679687500e+03;1.391053833007812500e+03
1.501562500000000000e+03;5.039524536132812500e+02;8.435749511718750000e+02
1.086121582031250000e+03;1.381193481445312500e+03;4.807237854003906250e+02
1.057500366210937500e+03;1.357462524414062500e+03;8.334517211914062500e+02
2.310064849853515625e+02;1.634808837890625000e+03;1.105092529296875000e+03
6.475488891601562500e+02;1.371290283203125000e+03;4.019739379882812500e+02
7.005731811523437500e+02;1.263856201171875000e+03;1.346623413085937500e+03
8.050291748046875000e+02;1.697295532226562500e+03;1.477440185546875000e+02
1.528241333007812500e+03;1.254141357421875000e+03;2.900492858886718750e+02
