33.33333333;40;46.42512077;46.60869565;45.87439614;46.60869565;47.15942029;46.24154589;46.79227053;45.3236715;46.24154589;;
66.66666667;40.73429952;46.97584541;47.71014493;47.34299517;48.07729469;48.26086957;47.52657005;47.71014493;46.42512077;47.34299517;;
100;42.20289855;47.89371981;48.8115942;48.07729469;48.62801932;48.26086957;48.44444444;48.8115942;47.89371981;48.62801932;;
133.3333333;43.67149758;49.17874396;49.91304348;49.17874396;49.7294686;49.17874396;49.54589372;49.7294686;48.99516908;49.17874396;;
166.6666667;44.77294686;50.647343;51.19806763;50.46376812;50.647343;50.28019324;50.28019324;51.19806763;50.09661836;50.83091787;;
200;45.69082126;51.56521739;50.647343;51.56521739;52.11594203;51.74879227;51.56521739;52.48309179;51.38164251;51.74879227;;
233.3333333;46.79227053;52.29951691;52.11594203;53.03381643;53.2173913;52.29951691;53.03381643;52.29951691;52.29951691;52.85024155;;
266.6666667;47.89371981;53.76811594;52.85024155;53.58454106;54.1352657;53.58454106;53.95169082;53.2173913;53.76811594;53.95169082;;
300;48.99516908;54.50241546;54.31884058;55.0531401;55.23671498;54.31884058;54.68599034;54.50241546;54.68599034;54.68599034;;
333.3333333;50.09661836;55.23671498;55.0531401;55.60386473;55.42028986;55.42028986;56.15458937;55.60386473;55.60386473;55.78743961;;
366.6666667;51.01449275;55.97101449;55.97101449;56.70531401;56.33816425;56.33816425;56.70531401;56.33816425;56.70531401;57.07246377;;
400;51.93236715;57.07246377;57.25603865;57.43961353;57.25603865;57.25603865;57.80676329;57.25603865;57.80676329;57.07246377;;
433.3333333;53.2173913;57.25603865;57.99033816;58.35748792;58.17391304;58.72463768;59.09178744;58.5410628;58.72463768;58.17391304;;
466.6666667;54.1352657;57.43961353;58.72463768;59.09178744;59.09178744;59.4589372;60.19323671;59.27536232;59.4589372;58.72463768;;
500;54.50241546;58.72463768;59.64251208;60.19323671;60.00966184;60.56038647;60.00966184;60.19323671;60.56038647;60.00966184;;
