3.345418090820312500e+02;1.663921630859375000e+03;5.123953857421875000e+02
7.716409912109375000e+02;6.108948364257812500e+02;1.402877685546875000e+03
9.388020629882812500e+02;1.263112182617187500e+03;1.035924926757812500e+03
5.879249267578125000e+02;1.686142730712890625e+02;1.655640502929687500e+03
1.604987060546875000e+03;3.432609558105468750e+02;9.615140991210937500e+02
2.195715942382812500e+02;1.686515258789062500e+03;1.016930786132812500e+03
8.159581909179687500e+02;1.006061828613281250e+03;1.378940185546875000e+03
2.866309509277343750e+02;2.148122406005859375e+02;1.707901977539062500e+03
3.639078369140625000e+02;1.696382568359375000e+03;2.080729675292968750e+02
1.409645019531250000e+03;1.068695678710937500e+03;5.496418457031250000e+02
1.082680786132812500e+03;1.348405151367187500e+03;5.457414550781250000e+02
9.727148437500000000e+02;1.193529052734375000e+03;1.295805175781250000e+03
4.195149841308593750e+02;4.730509338378906250e+02;1.466095581054687500e+03
2.937898864746093750e+02;1.670128906250000000e+03;9.887200927734375000e+02
1.541107788085937500e+03;2.478177642822265625e+02;4.629452209472656250e+02
1.216650634765625000e+03;1.633822387695312500e+03;1.786904754638671875e+02
5.837849731445312500e+02;2.922726745605468750e+02;1.577189086914062500e+03
1.446936035156250000e+03;1.528951416015625000e+03;2.402594451904296875e+02
2.181177825927734375e+02;3.484487915039062500e+02;1.621134155273437500e+03
1.116629028320312500e+03;2.301747283935546875e+02;1.579995239257812500e+03
