1.531635620117187500e+03;4.192804565429687500e+02;1.475831298828125000e+02
1.052392456054687500e+03;4.179584045410156250e+02;1.527919799804687500e+03
1.525305541992187500e+03;4.879013061523437500e+02;8.994130859375000000e+02
4.188307189941406250e+02;9.144391479492187500e+02;1.482286499023437500e+03
3.461653137207031250e+02;7.436567993164062500e+02;1.563392944335937500e+03
1.578671264648437500e+03;1.377615722656250000e+03;1.716590118408203125e+02
1.580124511718750000e+03;3.453676757812500000e+02;1.195682678222656250e+02
5.244919433593750000e+02;3.595842895507812500e+02;1.570073852539062500e+03
8.409218750000000000e+02;3.124729614257812500e+02;1.461198486328125000e+03
4.316268005371093750e+02;1.403209472656250000e+03;1.402733276367187500e+03
