1.023147460937500000e+03;1.967734222412109375e+02;1.619650512695312500e+03
1.360045654296875000e+03;1.585881347656250000e+03;2.260567016601562500e+02
1.327299438476562500e+03;8.827428588867187500e+02;8.133111572265625000e+02
1.557192749023437500e+03;2.325936279296875000e+02;2.601705017089843750e+02
1.146201171875000000e+03;1.331699981689453125e+02;1.611499511718750000e+03
1.414160156250000000e+03;6.000279541015625000e+02;1.419777832031250000e+03
1.063152709960937500e+03;9.328320312500000000e+01;1.635412841796875000e+03
1.647645263671875000e+03;2.161222686767578125e+02;8.023966674804687500e+02
1.480535278320312500e+03;6.980048828125000000e+02;1.076062011718750000e+03
1.555078247070312500e+03;2.486971282958984375e+02;5.011926269531250000e+02
1.333729370117187500e+03;1.260881469726562500e+03;6.286865844726562500e+02
1.348201293945312500e+03;1.213606079101562500e+03;7.067337036132812500e+02
1.106720581054687500e+03;4.247052764892578125e+01;1.626507080078125000e+03
1.315116088867187500e+03;8.653865356445312500e+02;7.591546020507812500e+02
5.638471679687500000e+02;1.037649047851562500e+03;1.387432128906250000e+03
7.219145507812500000e+02;1.193624633789062500e+03;1.343020507812500000e+03
1.040119018554687500e+03;1.554198486328125000e+03;2.798450012207031250e+02
1.137488037109375000e+03;1.612607421875000000e+03;2.011222839355468750e+02
1.220374145507812500e+03;1.636137329101562500e+03;1.744932556152343750e+02
1.694090820312500000e+03;8.077352905273437500e+02;1.052125549316406250e+02
